Date,Open,High,Low,Close
28/01/2015,17400,17488,17093,17100
29/01/2015,17127,17438,17062,17432
30/01/2015,17421,17424,17082,17097
02/02/2015,17108,17315,16962,17299
03/02/2015,17282,17600,17214,17572
04/02/2015,17582,17712,17507,17568
05/02/2015,17524,17821,17492,17784
06/02/2015,17795,17893,17704,17782
09/02/2015,17770,17770,17624,17681
10/02/2015,17692,17831,17658,17793
11/02/2015,17802,17949,17719,17831
12/02/2015,17890,17946,17778,17932
13/02/2015,17929,18009,17913,17982
17/02/2015,17972,18024,17891,18001
18/02/2015,18009,18028,17953,17993
19/02/2015,17986,18038,17896,17959
20/02/2015,17967,18121,17853,18104
23/02/2015,18112,18113,18034,18085
24/02/2015,18082,18207,18076,18186
25/02/2015,18190,18219,18159,18194
26/02/2015,18190,18228,18143,18203
27/02/2015,18203,18203,18117,18127
02/03/2015,18144,18270,18123,18248
03/03/2015,18248,18255,18120,18186
04/03/2015,18186,18186,18013,18086
05/03/2015,18089,18148,18071,18120
06/03/2015,18120,18155,17811,17861
09/03/2015,17875,18018,17817,17970
10/03/2015,17972,17975,17666,17666
11/03/2015,17681,17734,17618,17638
12/03/2015,17657,17899,17636,17866
13/03/2015,17869,17903,17623,17729
16/03/2015,17735,17991,17689,17933
17/03/2015,17924,17954,17782,17857
18/03/2015,17856,18098,17692,18069
19/03/2015,18078,18125,17929,17966
20/03/2015,17972,18122,17957,18042.31
23/03/2015,18032,18126,17981,18016
24/03/2015,18015,18078,17927,17949
25/03/2015,17945,17967,17628,17649
26/03/2015,17666,17679,17465,17603
27/03/2015,17612,17678,17535,17626
30/03/2015,17624,17923,17585,17860
31/03/2015,17859,17880,17666,17703
01/04/2015,17684,17728,17475,17615
02/04/2015,17633,17731,17552,17676
06/04/2015,17511,17858,17507,17805
07/04/2015,17793,17901,17774,17785
08/04/2015,17788,17898,17737,17829
09/04/2015,17843,17904,17738,17887
10/04/2015,17883,17988,17860,17973
13/04/2015,17969,18029,17891,17910
14/04/2015,17918,17997,17822,17964
15/04/2015,17973,18083,17935,18022
16/04/2015,18041,18093,17948,18041
17/04/2015,18039,18044,17666,17770
20/04/2015,17803,18016,17790,17943
21/04/2015,17924,18072,17848,17883
22/04/2015,17893,17976,17774,17945
23/04/2015,17938,18062,17824,17981
24/04/2015,17979,18037,17932,18017
27/04/2015,18029,18111,17948,17990
28/04/2015,17993,18064,17839,18058
29/04/2015,18049,18067,17875,17954
30/04/2015,17953,17979,17691,17759
01/05/2015,17780,17953,17773,17934
04/05/2015,17938,18057,17909,17995
05/05/2015,18000,18023,17825,17864
06/05/2015,17875,17974,17668,17778
07/05/2015,17780,17919,17629,17889
08/05/2015,17895,18155,17883,18121
11/05/2015,18129,18152,18025,18041
12/05/2015,18040,18071,17871,18029
13/05/2015,18042,18119,17996,18015
14/05/2015,18031,18213,17987,18202
15/05/2015,18202,18250,18177,18229
18/05/2015,18236,18291,18186,18259
19/05/2015,18269,18334,18227,18284
20/05/2015,18282,18324,18241,18256
21/05/2015,18245,18293,18197,18258
22/05/2015,18262,18295,18191,18224
26/05/2015,18230,18254,17964,18053
27/05/2015,18052,18167,18026,18141
28/05/2015,18135,18148,18052,18134
29/05/2015,18128,18146,17951,18009
01/06/2015,18020,18105,17967,18023
02/06/2015,18042,18085,17905,18001
03/06/2015,18004,18163,17997,18096
04/06/2015,18102,18102,17862,17925
05/06/2015,17924,17953,17808,17842
08/06/2015,17840,17860,17750,17768
09/06/2015,17778,17809,17693,17767
10/06/2015,17776,18038,17766,18018
11/06/2015,18010,18112,17991,18043
12/06/2015,18045,18050,17854,17903
15/06/2015,17858,17875,17693,17796
16/06/2015,17799,17923,17690,17911
17/06/2015,17920,18000,17836,17911
18/06/2015,17916,18179,17860,18125
19/06/2015,18120,18165,18078.54,18078.54
22/06/2015,17967,18102,17966,18025
23/06/2015,18044,18108,18024,18067
24/06/2015,18074,18080,17878,17883
25/06/2015,17896,17997,17797,17812
26/06/2015,17833,17924,17787,17873
29/06/2015,17689,17757,17492,17520
30/06/2015,17544,17646,17475,17523
01/07/2015,17540,17714,17532,17671
02/07/2015,17677,17737,17593,17649
06/07/2015,17412,17671,17354,17627
07/07/2015,17659,17726,17371,17680
08/07/2015,17677,17678,17404,17442
09/07/2015,17443,17678,17426,17452
10/07/2015,17479,17712,17479,17669
13/07/2015,17565,17903,17536,17900
14/07/2015,17892,17986,17865,17961
15/07/2015,17961,18007,17923,17992
16/07/2015,17989,18075,17978,18020
17/07/2015,18005,18024,17952,17997
20/07/2015,17993,18058,17981,18003
21/07/2015,17985,18020,17786,17866
22/07/2015,17816,17837,17728,17785
23/07/2015,17800,17833,17627,17676
24/07/2015,17691,17711,17473,17523
27/07/2015,17527,17547,17319,17396
28/07/2015,17396,17571,17371,17546
29/07/2015,17554,17697,17524,17682
30/07/2015,17666,17700,17555,17686
31/07/2015,17675,17721,17592,17614
03/08/2015,17620,17658,17415,17511
04/08/2015,17512,17557,17424,17454
05/08/2015,17396,17595,17396,17475
06/08/2015,17479,17513,17305,17375
07/08/2015,17370,17399,17221,17321
10/08/2015,17310,17573,17300,17553
11/08/2015,17548,17550,17297,17355
12/08/2015,17364,17396,17079,17367
13/08/2015,17352,17436,17291,17369
14/08/2015,17356,17449,17321,17439
17/08/2015,17439,17513,17297,17504
